ano;Prediccion;province;energy type;;;;
31/12/2040;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2041;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2042;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2043;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2044;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2045;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2046;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2047;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2048;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2049;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2050;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2051;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2024;1,76;Northwest Territories;Solar;;;;
31/12/2025;1,56;Northwest Territories;Solar;;;;
31/12/2026;1,30;Northwest Territories;Solar;;;;
31/12/2027;1,03;Northwest Territories;Solar;;;;
31/12/2028;0,76;Northwest Territories;Solar;;;;
31/12/2029;0,53;Northwest Territories;Solar;;;;
31/12/2030;0,33;Northwest Territories;Solar;;;;
31/12/2031;0,19;Northwest Territories;Solar;;;;
31/12/2032;0,10;Northwest Territories;Solar;;;;
31/12/2033;0,08;Northwest Territories;Solar;;;;
31/12/2034;0,10;Northwest Territories;Solar;;;;
31/12/2035;0,18;Northwest Territories;Solar;;;;
31/12/2036;0,29;Northwest Territories;Solar;;;;
31/12/2037;0,43;Northwest Territories;Solar;;;;
31/12/2038;0,59;Northwest Territories;Solar;;;;
31/12/2039;0,75;Northwest Territories;Solar;;;;
31/12/2040;0,89;Northwest Territories;Solar;;;;
31/12/2041;1,02;Northwest Territories;Solar;;;;
31/12/2042;1,12;Northwest Territories;Solar;;;;
31/12/2043;1,19;Northwest Territories;Solar;;;;
31/12/2044;1,23;Northwest Territories;Solar;;;;
31/12/2045;1,23;Northwest Territories;Solar;;;;
31/12/2046;1,19;Northwest Territories;Solar;;;;
31/12/2047;1,14;Northwest Territories;Solar;;;;
31/12/2048;1,06;Northwest Territories;Solar;;;;
31/12/2049;0,97;Northwest Territories;Solar;;;;
31/12/2050;0,88;Northwest Territories;Solar;;;;
31/12/2051;0,79;Northwest Territories;Solar;;;;
31/12/2024;0,00;Northwest Territories;Uranium;;;;
31/12/2025;0,00;Northwest Territories;Uranium;;;;
31/12/2026;0,00;Northwest Territories;Uranium;;;;
31/12/2027;0,00;Northwest Territories;Uranium;;;;
31/12/2028;0,00;Northwest Territories;Uranium;;;;
31/12/2029;0,00;Northwest Territories;Uranium;;;;
31/12/2030;0,00;Northwest Territories;Uranium;;;;
31/12/2031;0,00;Northwest Territories;Uranium;;;;
31/12/2032;0,00;Northwest Territories;Uranium;;;;
31/12/2033;0,00;Northwest Territories;Uranium;;;;
31/12/2034;0,00;Northwest Territories;Uranium;;;;
31/12/2035;0,00;Northwest Territories;Uranium;;;;
31/12/2036;0,00;Northwest Territories;Uranium;;;;
31/12/2037;0,00;Northwest Territories;Uranium;;;;
31/12/2038;0,00;Northwest Territories;Uranium;;;;
31/12/2039;0,00;Northwest Territories;Uranium;;;;
31/12/2040;0,00;Northwest Territories;Uranium;;;;
31/12/2041;0,00;Northwest Territories;Uranium;;;;
31/12/2042;0,00;Northwest Territories;Uranium;;;;
31/12/2043;0,00;Northwest Territories;Uranium;;;;
31/12/2044;0,00;Northwest Territories;Uranium;;;;
31/12/2045;0,00;Northwest Territories;Uranium;;;;
31/12/2046;0,00;Northwest Territories;Uranium;;;;
31/12/2047;0,00;Northwest Territories;Uranium;;;;
31/12/2048;0,00;Northwest Territories;Uranium;;;;
31/12/2049;0,00;Northwest Territories;Uranium;;;;
31/12/2050;0,00;Northwest Territories;Uranium;;;;
31/12/2051;0,00;Northwest Territories;Uranium;;;;
31/12/2024;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2025;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2026;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2027;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2028;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2029;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2030;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2031;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2032;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2033;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2034;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2035;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2036;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2037;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2038;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2039;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2040;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2041;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2042;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2043;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2044;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2045;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2046;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2047;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2048;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2049;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2050;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2051;0,00;Northwest Territories;Coal & Coke;;;;
31/12/2024;8,66;Northwest Territories;Natural Gas;;;;
31/12/2025;10,50;Northwest Territories;Natural Gas;;;;
31/12/2026;12,06;Northwest Territories;Natural Gas;;;;
31/12/2027;13,53;Northwest Territories;Natural Gas;;;;
31/12/2028;14,77;Northwest Territories;Natural Gas;;;;
31/12/2029;15,72;Northwest Territories;Natural Gas;;;;
31/12/2030;16,36;Northwest Territories;Natural Gas;;;;
31/12/2031;16,75;Northwest Territories;Natural Gas;;;;
31/12/2032;16,92;Northwest Territories;Natural Gas;;;;
31/12/2033;16,93;Northwest Territories;Natural Gas;;;;
31/12/2034;16,84;Northwest Territories;Natural Gas;;;;
31/12/2035;16,69;Northwest Territories;Natural Gas;;;;
31/12/2036;16,52;Northwest Territories;Natural Gas;;;;
31/12/2037;16,35;Northwest Territories;Natural Gas;;;;
31/12/2038;16,21;Northwest Territories;Natural Gas;;;;
31/12/2039;16,10;Northwest Territories;Natural Gas;;;;
31/12/2040;16,02;Northwest Territories;Natural Gas;;;;
31/12/2041;15,97;Northwest Territories;Natural Gas;;;;
31/12/2042;15,94;Northwest Territories;Natural Gas;;;;
31/12/2043;15,94;Northwest Territories;Natural Gas;;;;
31/12/2044;15,95;Northwest Territories;Natural Gas;;;;
31/12/2045;15,96;Northwest Territories;Natural Gas;;;;
31/12/2046;15,98;Northwest Territories;Natural Gas;;;;
31/12/2047;16,00;Northwest Territories;Natural Gas;;;;
31/12/2048;16,01;Northwest Territories;Natural Gas;;;;
31/12/2049;16,03;Northwest Territories;Natural Gas;;;;
31/12/2050;16,04;Northwest Territories;Natural Gas;;;;
31/12/2051;16,04;Northwest Territories;Natural Gas;;;;
31/12/2024;153,80;Northwest Territories;Oil;;;;
31/12/2025;142,34;Northwest Territories;Oil;;;;
31/12/2026;131,26;Northwest Territories;Oil;;;;
31/12/2027;118,94;Northwest Territories;Oil;;;;
31/12/2028;106,85;Northwest Territories;Oil;;;;
31/12/2029;96,74;Northwest Territories;Oil;;;;
31/12/2030;89,59;Northwest Territories;Oil;;;;
31/12/2031;85,58;Northwest Territories;Oil;;;;
31/12/2032;85,14;Northwest Territories;Oil;;;;
31/12/2033;88,05;Northwest Territories;Oil;;;;
31/12/2034;93,75;Northwest Territories;Oil;;;;
31/12/2035;101,47;Northwest Territories;Oil;;;;
31/12/2036;110,34;Northwest Territories;Oil;;;;
31/12/2037;119,36;Northwest Territories;Oil;;;;
31/12/2038;127,62;Northwest Territories;Oil;;;;
31/12/2039;134,32;Northwest Territories;Oil;;;;
31/12/2040;138,85;Northwest Territories;Oil;;;;
31/12/2041;140,86;Northwest Territories;Oil;;;;
31/12/2042;140,29;Northwest Territories;Oil;;;;
31/12/2043;137,35;Northwest Territories;Oil;;;;
31/12/2044;132,48;Northwest Territories;Oil;;;;
31/12/2045;126,30;Northwest Territories;Oil;;;;
31/12/2046;119,55;Northwest Territories;Oil;;;;
31/12/2047;112,97;Northwest Territories;Oil;;;;
31/12/2048;107,24;Northwest Territories;Oil;;;;
31/12/2049;102,89;Northwest Territories;Oil;;;;
31/12/2050;100,30;Northwest Territories;Oil;;;;
31/12/2051;99,62;Northwest Territories;Oil;;;;
31/12/2024;387,92;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2025;384,67;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2026;382,39;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2027;380,57;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2028;379,54;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2029;379,57;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2030;380,54;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2031;381,92;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2032;383,40;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2033;384,62;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2034;385,34;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2035;385,46;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2036;385,08;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2037;384,35;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2038;383,50;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2039;382,74;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2040;382,23;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2041;382,04;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2042;382,17;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2043;382,54;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2044;383,01;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2045;383,48;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2046;383,82;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2047;383,99;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2048;383,97;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2049;383,79;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2050;383,53;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2051;383,26;Nova Scotia;Hydro / Wave / Tidal;;;;
31/12/2024;659,49;Nova Scotia;Wind;;;;
31/12/2025;676,51;Nova Scotia;Wind;;;;
31/12/2026;693,49;Nova Scotia;Wind;;;;
31/12/2027;709,59;Nova Scotia;Wind;;;;
31/12/2028;724,36;Nova Scotia;Wind;;;;
31/12/2029;737,54;Nova Scotia;Wind;;;;
31/12/2030;748,51;Nova Scotia;Wind;;;;
31/12/2031;758,23;Nova Scotia;Wind;;;;
31/12/2032;766,76;Nova Scotia;Wind;;;;
31/12/2033;774,22;Nova Scotia;Wind;;;;
31/12/2034;780,73;Nova Scotia;Wind;;;;
31/12/2035;786,41;Nova Scotia;Wind;;;;
31/12/2036;791,37;Nova Scotia;Wind;;;;
31/12/2037;795,70;Nova Scotia;Wind;;;;
31/12/2038;799,48;Nova Scotia;Wind;;;;
31/12/2039;802,78;Nova Scotia;Wind;;;;
31/12/2040;805,66;Nova Scotia;Wind;;;;
31/12/2041;808,17;Nova Scotia;Wind;;;;
31/12/2042;810,35;Nova Scotia;Wind;;;;
31/12/2043;812,26;Nova Scotia;Wind;;;;
31/12/2044;813,93;Nova Scotia;Wind;;;;
31/12/2045;815,38;Nova Scotia;Wind;;;;
31/12/2046;816,64;Nova Scotia;Wind;;;;
31/12/2047;817,75;Nova Scotia;Wind;;;;
31/12/2048;818,71;Nova Scotia;Wind;;;;
31/12/2049;819,55;Nova Scotia;Wind;;;;
31/12/2050;820,28;Nova Scotia;Wind;;;;
31/12/2051;820,91;Nova Scotia;Wind;;;;
31/12/2024;113,36;Nova Scotia;Biomass / Geothermal;;;;
31/12/2025;113,90;Nova Scotia;Biomass / Geothermal;;;;
31/12/2026;114,41;Nova Scotia;Biomass / Geothermal;;;;
31/12/2027;114,88;Nova Scotia;Biomass / Geothermal;;;;
31/12/2028;115,26;Nova Scotia;Biomass / Geothermal;;;;
31/12/2029;115,56;Nova Scotia;Biomass / Geothermal;;;;
31/12/2030;115,80;Nova Scotia;Biomass / Geothermal;;;;
31/12/2031;115,99;Nova Scotia;Biomass / Geothermal;;;;
31/12/2032;116,12;Nova Scotia;Biomass / Geothermal;;;;
31/12/2033;116,23;Nova Scotia;Biomass / Geothermal;;;;
31/12/2034;116,30;Nova Scotia;Biomass / Geothermal;;;;
31/12/2035;116,36;Nova Scotia;Biomass / Geothermal;;;;
31/12/2036;116,40;Nova Scotia;Biomass / Geothermal;;;;
31/12/2037;116,42;Nova Scotia;Biomass / Geothermal;;;;
31/12/2038;116,44;Nova Scotia;Biomass / Geothermal;;;;
31/12/2039;116,46;Nova Scotia;Biomass / Geothermal;;;;
31/12/2040;116,47;Nova Scotia;Biomass / Geothermal;;;;
31/12/2041;116,47;Nova Scotia;Biomass / Geothermal;;;;
31/12/2042;116,48;Nova Scotia;Biomass / Geothermal;;;;
31/12/2043;116,48;Nova Scotia;Biomass / Geothermal;;;;
31/12/2044;116,48;Nova Scotia;Biomass / Geothermal;;;;
31/12/2045;116,48;Nova Scotia;Biomass / Geothermal;;;;
31/12/2046;116,48;Nova Scotia;Biomass / Geothermal;;;;
31/12/2047;116,48;Nova Scotia;Biomass / Geothermal;;;;
31/12/2048;116,48;Nova Scotia;Biomass / Geothermal;;;;
31/12/2049;116,48;Nova Scotia;Biomass / Geothermal;;;;
31/12/2050;116,48;Nova Scotia;Biomass / Geothermal;;;;
31/12/2051;116,48;Nova Scotia;Biomass / Geothermal;;;;
31/12/2024;0,38;Nova Scotia;Solar;;;;
31/12/2025;0,39;Nova Scotia;Solar;;;;
31/12/2026;0,39;Nova Scotia;Solar;;;;
31/12/2027;0,40;Nova Scotia;Solar;;;;
31/12/2028;0,40;Nova Scotia;Solar;;;;
31/12/2029;0,40;Nova Scotia;Solar;;;;
31/12/2030;0,40;Nova Scotia;Solar;;;;
31/12/2031;0,41;Nova Scotia;Solar;;;;
31/12/2032;0,41;Nova Scotia;Solar;;;;
31/12/2033;0,41;Nova Scotia;Solar;;;;
31/12/2034;0,41;Nova Scotia;Solar;;;;
31/12/2035;0,41;Nova Scotia;Solar;;;;
31/12/2036;0,41;Nova Scotia;Solar;;;;
31/12/2037;0,41;Nova Scotia;Solar;;;;
31/12/2038;0,41;Nova Scotia;Solar;;;;
31/12/2039;0,41;Nova Scotia;Solar;;;;
31/12/2040;0,41;Nova Scotia;Solar;;;;
31/12/2041;0,41;Nova Scotia;Solar;;;;
31/12/2042;0,41;Nova Scotia;Solar;;;;
31/12/2043;0,41;Nova Scotia;Solar;;;;
31/12/2044;0,41;Nova Scotia;Solar;;;;
31/12/2045;0,41;Nova Scotia;Solar;;;;
31/12/2046;0,41;Nova Scotia;Solar;;;;
31/12/2047;0,41;Nova Scotia;Solar;;;;
31/12/2048;0,41;Nova Scotia;Solar;;;;
31/12/2049;0,41;Nova Scotia;Solar;;;;
31/12/2050;0,41;Nova Scotia;Solar;;;;
31/12/2051;0,41;Nova Scotia;Solar;;;;
31/12/2024;0,00;Nova Scotia;Uranium;;;;
31/12/2025;0,00;Nova Scotia;Uranium;;;;
31/12/2026;0,00;Nova Scotia;Uranium;;;;
31/12/2027;0,00;Nova Scotia;Uranium;;;;
31/12/2028;0,00;Nova Scotia;Uranium;;;;
31/12/2029;0,00;Nova Scotia;Uranium;;;;
31/12/2030;0,00;Nova Scotia;Uranium;;;;
31/12/2031;0,00;Nova Scotia;Uranium;;;;
31/12/2032;0,00;Nova Scotia;Uranium;;;;
31/12/2033;0,00;Nova Scotia;Uranium;;;;
31/12/2034;0,00;Nova Scotia;Uranium;;;;
31/12/2035;0,00;Nova Scotia;Uranium;;;;
31/12/2036;0,00;Nova Scotia;Uranium;;;;
31/12/2037;0,00;Nova Scotia;Uranium;;;;
31/12/2038;0,00;Nova Scotia;Uranium;;;;
31/12/2039;0,00;Nova Scotia;Uranium;;;;
31/12/2040;0,00;Nova Scotia;Uranium;;;;
31/12/2041;0,00;Nova Scotia;Uranium;;;;
31/12/2042;0,00;Nova Scotia;Uranium;;;;
31/12/2043;0,00;Nova Scotia;Uranium;;;;
31/12/2044;0,00;Nova Scotia;Uranium;;;;
31/12/2045;0,00;Nova Scotia;Uranium;;;;
31/12/2046;0,00;Nova Scotia;Uranium;;;;
31/12/2047;0,00;Nova Scotia;Uranium;;;;
31/12/2048;0,00;Nova Scotia;Uranium;;;;
31/12/2049;0,00;Nova Scotia;Uranium;;;;
31/12/2050;0,00;Nova Scotia;Uranium;;;;
31/12/2051;0,00;Nova Scotia;Uranium;;;;
31/12/2024;1076,60;Nova Scotia;Coal & Coke;;;;
31/12/2025;1034,47;Nova Scotia;Coal & Coke;;;;
31/12/2026;1004,90;Nova Scotia;Coal & Coke;;;;
31/12/2027;970,42;Nova Scotia;Coal & Coke;;;;
31/12/2028;930,52;Nova Scotia;Coal & Coke;;;;
31/12/2029;884,88;Nova Scotia;Coal & Coke;;;;
31/12/2030;841,77;Nova Scotia;Coal & Coke;;;;
31/12/2031;799,69;Nova Scotia;Coal & Coke;;;;
31/12/2032;757,42;Nova Scotia;Coal & Coke;;;;
31/12/2033;716,01;Nova Scotia;Coal & Coke;;;;
31/12/2034;676,52;Nova Scotia;Coal & Coke;;;;
31/12/2035;639,99;Nova Scotia;Coal & Coke;;;;
31/12/2036;606,44;Nova Scotia;Coal & Coke;;;;
31/12/2037;575,99;Nova Scotia;Coal & Coke;;;;
31/12/2038;548,79;Nova Scotia;Coal & Coke;;;;
31/12/2039;524,86;Nova Scotia;Coal & Coke;;;;
31/12/2040;504,05;Nova Scotia;Coal & Coke;;;;
31/12/2041;486,10;Nova Scotia;Coal & Coke;;;;
31/12/2042;470,75;Nova Scotia;Coal & Coke;;;;
31/12/2043;457,73;Nova Scotia;Coal & Coke;;;;
31/12/2044;446,76;Nova Scotia;Coal & Coke;;;;
31/12/2045;437,56;Nova Scotia;Coal & Coke;;;;
31/12/2046;429,88;Nova Scotia;Coal & Coke;;;;
31/12/2047;423,49;Nova Scotia;Coal & Coke;;;;
31/12/2048;418,20;Nova Scotia;Coal & Coke;;;;
31/12/2049;413,82;Nova Scotia;Coal & Coke;;;;
31/12/2050;410,21;Nova Scotia;Coal & Coke;;;;
31/12/2051;407,23;Nova Scotia;Coal & Coke;;;;
31/12/2024;571,23;Nova Scotia;Natural Gas;;;;
31/12/2025;515,50;Nova Scotia;Natural Gas;;;;
31/12/2026;492,61;Nova Scotia;Natural Gas;;;;
31/12/2027;498,83;Nova Scotia;Natural Gas;;;;
31/12/2028;505,65;Nova Scotia;Natural Gas;;;;
31/12/2029;506,92;Nova Scotia;Natural Gas;;;;
31/12/2030;505,77;Nova Scotia;Natural Gas;;;;
31/12/2031;504,29;Nova Scotia;Natural Gas;;;;
31/12/2032;503,80;Nova Scotia;Natural Gas;;;;
31/12/2033;503,87;Nova Scotia;Natural Gas;;;;
31/12/2034;504,02;Nova Scotia;Natural Gas;;;;
31/12/2035;504,09;Nova Scotia;Natural Gas;;;;
31/12/2036;504,07;Nova Scotia;Natural Gas;;;;
31/12/2037;504,04;Nova Scotia;Natural Gas;;;;
31/12/2038;504,03;Nova Scotia;Natural Gas;;;;
31/12/2039;504,03;Nova Scotia;Natural Gas;;;;
31/12/2040;504,03;Nova Scotia;Natural Gas;;;;
31/12/2041;504,04;Nova Scotia;Natural Gas;;;;
31/12/2042;504,04;Nova Scotia;Natural Gas;;;;
31/12/2043;504,04;Nova Scotia;Natural Gas;;;;
31/12/2044;504,03;Nova Scotia;Natural Gas;;;;
31/12/2045;504,03;Nova Scotia;Natural Gas;;;;
31/12/2046;504,03;Nova Scotia;Natural Gas;;;;
31/12/2047;504,03;Nova Scotia;Natural Gas;;;;
31/12/2048;504,03;Nova Scotia;Natural Gas;;;;
31/12/2049;504,03;Nova Scotia;Natural Gas;;;;
31/12/2050;504,03;Nova Scotia;Natural Gas;;;;
31/12/2051;504,03;Nova Scotia;Natural Gas;;;;
31/12/2024;222,30;Nova Scotia;Oil;;;;
31/12/2025;222,30;Nova Scotia;Oil;;;;
31/12/2026;222,30;Nova Scotia;Oil;;;;
31/12/2027;222,30;Nova Scotia;Oil;;;;
31/12/2028;222,30;Nova Scotia;Oil;;;;
31/12/2029;222,30;Nova Scotia;Oil;;;;
31/12/2030;222,30;Nova Scotia;Oil;;;;
31/12/2031;222,30;Nova Scotia;Oil;;;;
31/12/2032;222,30;Nova Scotia;Oil;;;;
31/12/2033;222,30;Nova Scotia;Oil;;;;
31/12/2034;222,30;Nova Scotia;Oil;;;;
31/12/2035;222,30;Nova Scotia;Oil;;;;
31/12/2036;222,30;Nova Scotia;Oil;;;;
31/12/2037;222,30;Nova Scotia;Oil;;;;
31/12/2038;222,30;Nova Scotia;Oil;;;;
31/12/2039;222,30;Nova Scotia;Oil;;;;
31/12/2040;222,30;Nova Scotia;Oil;;;;
31/12/2041;222,30;Nova Scotia;Oil;;;;
31/12/2042;222,30;Nova Scotia;Oil;;;;
31/12/2043;222,30;Nova Scotia;Oil;;;;
31/12/2044;222,30;Nova Scotia;Oil;;;;
31/12/2045;222,30;Nova Scotia;Oil;;;;
31/12/2046;222,30;Nova Scotia;Oil;;;;
31/12/2047;222,30;Nova Scotia;Oil;;;;
31/12/2048;222,30;Nova Scotia;Oil;;;;
31/12/2049;222,30;Nova Scotia;Oil;;;;
31/12/2050;222,30;Nova Scotia;Oil;;;;
31/12/2051;222,30;Nova Scotia;Oil;;;;
31/12/2024;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2025;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2026;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2027;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2028;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2029;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2030;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2031;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2032;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2033;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2034;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2035;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2036;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2037;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2038;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2039;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2040;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2041;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2042;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2043;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2044;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2045;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2046;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2047;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2048;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2049;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2050;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2051;0,00;Nunavut;Hydro / Wave / Tidal;;;;
31/12/2024;0,00;Nunavut;Wind;;;;
31/12/2025;0,00;Nunavut;Wind;;;;
31/12/2026;0,00;Nunavut;Wind;;;;
31/12/2027;0,00;Nunavut;Wind;;;;
31/12/2028;0,00;Nunavut;Wind;;;;
31/12/2029;0,00;Nunavut;Wind;;;;
31/12/2030;0,00;Nunavut;Wind;;;;
31/12/2031;0,00;Nunavut;Wind;;;;
31/12/2032;0,00;Nunavut;Wind;;;;
31/12/2033;0,00;Nunavut;Wind;;;;
31/12/2034;0,00;Nunavut;Wind;;;;
31/12/2035;0,00;Nunavut;Wind;;;;
31/12/2036;0,00;Nunavut;Wind;;;;
31/12/2037;0,00;Nunavut;Wind;;;;
31/12/2038;0,00;Nunavut;Wind;;;;
31/12/2039;0,00;Nunavut;Wind;;;;
31/12/2040;0,00;Nunavut;Wind;;;;
31/12/2041;0,00;Nunavut;Wind;;;;
31/12/2042;0,00;Nunavut;Wind;;;;
31/12/2043;0,00;Nunavut;Wind;;;;
31/12/2044;0,00;Nunavut;Wind;;;;
31/12/2045;0,00;Nunavut;Wind;;;;
31/12/2046;0,00;Nunavut;Wind;;;;
31/12/2047;0,00;Nunavut;Wind;;;;
31/12/2048;0,00;Nunavut;Wind;;;;
31/12/2049;0,00;Nunavut;Wind;;;;
31/12/2050;0,00;Nunavut;Wind;;;;
31/12/2051;0,00;Nunavut;Wind;;;;
31/12/2024;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2025;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2026;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2027;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2028;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2029;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2030;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2031;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2032;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2033;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2034;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2035;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2036;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2037;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2038;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2039;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2040;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2041;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2042;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2043;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2044;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2045;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2046;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2047;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2048;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2049;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2050;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2051;0,00;Nunavut;Biomass / Geothermal;;;;
31/12/2024;0,03;Nunavut;Solar;;;;
31/12/2025;0,03;Nunavut;Solar;;;;
31/12/2026;0,03;Nunavut;Solar;;;;
31/12/2027;0,03;Nunavut;Solar;;;;
31/12/2028;0,03;Nunavut;Solar;;;;
31/12/2029;0,03;Nunavut;Solar;;;;
31/12/2030;0,03;Nunavut;Solar;;;;
31/12/2031;0,03;Nunavut;Solar;;;;
31/12/2032;0,03;Nunavut;Solar;;;;
