,Scenario,Region,Variable,Year,Value,Sector
123,Current Measures,Quebec,Electricity,2048,186.987,Commercial
124,Current Measures,Quebec,Electricity,2048,441.4016,Industrial
125,Current Measures,Quebec,Electricity,2048,299.9149,Residential
126,Current Measures,Quebec,Electricity,2049,188.7211,Commercial
127,Current Measures,Quebec,Electricity,2049,443.2832,Industrial
128,Current Measures,Quebec,Electricity,2049,300.2436,Residential
129,Current Measures,Quebec,Electricity,2050,190.3659,Commercial
130,Current Measures,Quebec,Electricity,2050,445.2132,Industrial
131,Current Measures,Quebec,Electricity,2050,300.5598,Residential
132,Current Measures,Quebec,Electricity,2021,137.2057,Commercial
133,Current Measures,Quebec,Electricity,2021,318.928,Industrial
134,Current Measures,Quebec,Electricity,2021,249.7493,Residential
135,Current Measures,Quebec,Electricity,2022,144.4977,Commercial
136,Current Measures,Quebec,Electricity,2022,331.4034,Industrial
137,Current Measures,Quebec,Electricity,2022,263.9657,Residential
