,Scenario,Region,Variable,Year,Value,Sector
124,Current Measures,Manitoba,Electricity,2046,31.4056,Industrial
125,Current Measures,Manitoba,Electricity,2046,46.5062,Residential
126,Current Measures,Manitoba,Electricity,2047,34.5327,Commercial
127,Current Measures,Manitoba,Electricity,2047,31.6194,Industrial
128,Current Measures,Manitoba,Electricity,2047,46.8191,Residential
129,Current Measures,Manitoba,Electricity,2048,34.763,Commercial
130,Current Measures,Manitoba,Electricity,2048,31.814,Industrial
131,Current Measures,Manitoba,Electricity,2048,47.1037,Residential
132,Current Measures,Manitoba,Electricity,2049,34.9322,Commercial
133,Current Measures,Manitoba,Electricity,2049,32.0158,Industrial
134,Current Measures,Manitoba,Electricity,2049,47.3781,Residential
135,Current Measures,Manitoba,Electricity,2050,35.1285,Commercial
136,Current Measures,Manitoba,Electricity,2050,32.2189,Industrial
137,Current Measures,Manitoba,Electricity,2050,47.6298,Residential
