,Scenario,Region,Variable,Year,Value,Sector
116,Current Measures,New Brunswick,Electricity,2043,25.6887,Residential
117,Current Measures,New Brunswick,Electricity,2044,16.7141,Commercial
118,Current Measures,New Brunswick,Electricity,2044,22.1135,Industrial
119,Current Measures,New Brunswick,Electricity,2044,25.7493,Residential
120,Current Measures,New Brunswick,Electricity,2045,16.9005,Commercial
121,Current Measures,New Brunswick,Electricity,2045,22.2194,Industrial
122,Current Measures,New Brunswick,Electricity,2045,25.8139,Residential
123,Current Measures,New Brunswick,Electricity,2046,17.0159,Commercial
124,Current Measures,New Brunswick,Electricity,2046,22.3197,Industrial
125,Current Measures,New Brunswick,Electricity,2046,25.8642,Residential
126,Current Measures,New Brunswick,Electricity,2047,17.1941,Commercial
127,Current Measures,New Brunswick,Electricity,2047,22.3797,Industrial
128,Current Measures,New Brunswick,Electricity,2047,25.8959,Residential
129,Current Measures,New Brunswick,Electricity,2048,17.2961,Commercial
130,Current Measures,New Brunswick,Electricity,2048,22.4181,Industrial
131,Current Measures,New Brunswick,Electricity,2048,25.9357,Residential
132,Current Measures,New Brunswick,Electricity,2049,17.4619,Commercial
133,Current Measures,New Brunswick,Electricity,2049,22.4579,Industrial
134,Current Measures,New Brunswick,Electricity,2049,25.9599,Residential
135,Current Measures,New Brunswick,Electricity,2050,17.5525,Commercial
136,Current Measures,New Brunswick,Electricity,2050,22.4908,Industrial
137,Current Measures,New Brunswick,Electricity,2050,25.9747,Residential
